BatchId	OriginAirportCode	DestinationAirportCode	FlightDate	FlightType	FareType	FinalScore	FareDollarAmount	TaxDollarAmount	FarePointsAmount	TaxPointsAmount	IsDomesticRoute	IsHotDeal	IsPriceDrop	PriceDropFromDollarAmount	LastDayOfFare	DaysOfWeek	IsNewPriceDrop
34691	UIO	FLL	12/6/17 12:59 AM	NONSTOP	LOWEST	0	316.11	165.11	0	0	0	0	0	0	3/28/18 11:59 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	SJU	1/18/18 2:40 PM	NONSTOP	POINTS	672.63	121.1	28.1	6900	5.6	1	0	0	0	3/28/18 2:27 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	SJU	1/18/18 2:40 PM	NONSTOP	POINTS	830.55	101.1	28.1	5500	5.6	1	0	0	0	3/27/18 2:27 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	SJU	1/18/18 2:40 PM	NONSTOP	POINTS	652.72	97.1	28.1	5200	5.6	1	0	0	0	2/14/18 2:31 PM	"Monday,Tuesday,Wednesday,Thursday,Saturday"	0
34691	TPA	SJU	1/18/18 2:40 PM	NONSTOP	LOWEST	672.63	121.1	28.1	0	0	1	0	0	0	3/28/18 2:27 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	SJU	1/18/18 2:40 PM	NONSTOP	LOWEST	830.55	101.1	28.1	0	0	1	0	0	0	3/27/18 2:27 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	SJU	1/18/18 2:40 PM	NONSTOP	LOWEST	652.72	97.1	28.1	0	0	1	0	0	0	2/14/18 2:31 PM	"Monday,Tuesday,Wednesday,Thursday,Saturday"	0
34691	TPA	SJU	12/20/17 7:00 AM	NONSTOP	POINTS	449.4	151.1	28.1	9200	5.6	1	0	0	0	3/28/18 2:27 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	SJU	12/20/17 7:00 AM	NONSTOP	POINTS	488.73	143.1	28.1	8600	5.6	1	0	0	0	3/28/18 2:27 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	SJU	12/20/17 7:00 AM	NONSTOP	LOWEST	449.4	151.1	28.1	0	0	1	0	0	0	3/28/18 2:27 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	SJU	12/20/17 7:00 AM	NONSTOP	LOWEST	488.73	143.1	28.1	0	0	1	0	0	0	3/28/18 2:27 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	JFK	12/24/17 8:22 AM	NONSTOP	POINTS	86.21	93.2	19.71	5900	5.6	1	1	0	0	12/25/17 6:57 AM		0
34691	TPA	JFK	12/24/17 8:22 AM	NONSTOP	LOWEST	86.21	93.2	19.71	0	0	1	1	0	0	12/25/17 6:57 AM		0
34691	TPA	JFK	12/6/17 9:26 PM	NONSTOP	POINTS	749.45	118.2	21.46	7800	5.6	1	0	0	0	3/28/18 3:20 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	JFK	12/6/17 9:26 PM	NONSTOP	POINTS	886.68	109.2	20.83	7100	5.6	1	0	0	0	3/28/18 3:20 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	JFK	12/6/17 9:26 PM	NONSTOP	POINTS	821.41	104.2	20.48	6700	5.6	1	0	0	0	3/7/18 10:05 PM	"Monday,Tuesday,Wednesday,Thursday,Saturday"	0
34691	TPA	JFK	12/6/17 9:26 PM	NONSTOP	POINTS	751.45	103.2	20.41	6600	5.6	1	0	0	0	2/14/18 7:00 AM	"Monday,Tuesday,Wednesday,Thursday,Saturday"	0
34691	TPA	JFK	12/6/17 9:26 PM	NONSTOP	LOWEST	749.45	118.2	21.46	0	0	1	0	0	0	3/28/18 3:20 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	JFK	12/6/17 9:26 PM	NONSTOP	LOWEST	886.68	109.2	20.83	0	0	1	0	0	0	3/28/18 3:20 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	JFK	12/6/17 9:26 PM	NONSTOP	LOWEST	821.41	104.2	20.48	0	0	1	0	0	0	3/7/18 10:05 PM	"Monday,Tuesday,Wednesday,Thursday,Saturday"	0
34691	TPA	JFK	12/6/17 9:26 PM	NONSTOP	LOWEST	751.45	103.2	20.41	0	0	1	0	0	0	2/14/18 7:00 AM	"Monday,Tuesday,Wednesday,Thursday,Saturday"	0
34691	TPA	HPN	12/24/17 6:10 PM	NONSTOP	POINTS	72.57	128.2	22.15	8500	5.6	1	0	0	0	12/25/17 6:10 PM		0
34691	TPA	HPN	12/24/17 6:10 PM	NONSTOP	LOWEST	72.57	128.2	22.15	0	0	1	0	0	0	12/25/17 6:10 PM		0
34691	TPA	HPN	12/7/17 6:00 PM	NONSTOP	POINTS	712.8	148.2	23.55	10000	5.6	1	0	0	0	2/14/18 6:19 PM	"Monday,Tuesday,Wednesday,Thursday,Saturday"	0
34691	TPA	HPN	12/7/17 6:00 PM	NONSTOP	POINTS	646.76	139.98	22.98	9400	5.6	1	0	0	0	2/14/18 6:19 PM	"Monday,Tuesday,Wednesday,Thursday,Saturday"	0
34691	TPA	HPN	12/7/17 6:00 PM	NONSTOP	POINTS	567.04	133.2	22.5	8900	5.6	1	0	0	0	2/14/18 6:19 PM	"Monday,Tuesday,Wednesday,Thursday,Saturday"	0
34691	TPA	HPN	12/7/17 6:00 PM	NONSTOP	LOWEST	712.8	148.2	23.55	0	0	1	0	0	0	2/14/18 6:19 PM	"Monday,Tuesday,Wednesday,Thursday,Saturday"	0
34691	TPA	HPN	12/7/17 6:00 PM	NONSTOP	LOWEST	646.76	139.98	22.98	0	0	1	0	0	0	2/14/18 6:19 PM	"Monday,Tuesday,Wednesday,Thursday,Saturday"	0
34691	TPA	HPN	12/7/17 6:00 PM	NONSTOP	LOWEST	567.04	133.2	22.5	0	0	1	0	0	0	2/14/18 6:19 PM	"Monday,Tuesday,Wednesday,Thursday,Saturday"	0
34691	TPA	HPN	12/6/17 6:00 PM	NONSTOP	POINTS	660.76	153.2	23.9	10300	5.6	1	0	0	0	2/14/18 6:19 PM	"Monday,Tuesday,Wednesday,Thursday,Saturday"	0
34691	TPA	HPN	12/6/17 6:00 PM	NONSTOP	LOWEST	660.76	153.2	23.9	0	0	1	0	0	0	2/14/18 6:19 PM	"Monday,Tuesday,Wednesday,Thursday,Saturday"	0
34691	TPA	EWR	12/24/17 7:32 PM	NONSTOP	POINTS	61.41	93.2	19.71	5900	5.6	1	0	0	0	12/24/17 7:32 PM		0
34691	TPA	EWR	12/24/17 7:32 PM	NONSTOP	LOWEST	61.41	93.2	19.71	0	0	1	0	0	0	12/24/17 7:32 PM		0
34691	TPA	EWR	12/13/17 10:19 AM	NONSTOP	POINTS	457.01	118.2	21.46	7800	5.6	1	0	0	0	3/27/18 9:36 AM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	EWR	12/13/17 10:19 AM	NONSTOP	POINTS	541.8	104.2	20.48	6700	5.6	1	0	0	0	3/27/18 9:36 AM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	EWR	12/13/17 10:19 AM	NONSTOP	LOWEST	457.01	118.2	21.46	0	0	1	0	0	0	3/27/18 9:36 AM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	EWR	12/13/17 10:19 AM	NONSTOP	LOWEST	541.8	104.2	20.48	0	0	1	0	0	0	3/27/18 9:36 AM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	EWR	12/6/17 10:19 AM	NONSTOP	POINTS	187.44	152.2	23.83	10300	5.6	1	0	0	0	3/27/18 9:36 AM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	EWR	12/6/17 10:19 AM	NONSTOP	POINTS	409.05	123.21	21.81	8100	5.6	1	0	0	0	3/27/18 9:36 AM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	EWR	12/6/17 10:19 AM	NONSTOP	LOWEST	187.44	152.2	23.83	0	0	1	0	0	0	3/27/18 9:36 AM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	EWR	12/6/17 10:19 AM	NONSTOP	LOWEST	409.05	123.21	21.81	0	0	1	0	0	0	3/27/18 9:36 AM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	DCA	12/6/17 4:04 PM	NONSTOP	POINTS	608.26	114.2	21.18	7500	5.6	1	0	0	0	2/14/18 4:04 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	TPA	DCA	12/6/17 4:04 PM	NONSTOP	POINTS	668.64	104.2	20.48	6700	5.6	1	0	0	0	2/14/18 4:04 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	TPA	DCA	12/6/17 4:04 PM	NONSTOP	POINTS	707.28	98.2	20.06	6300	5.6	1	0	0	0	2/14/18 4:04 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	TPA	DCA	12/6/17 4:04 PM	NONSTOP	POINTS	799.15	81.2	18.87	5000	5.6	1	0	0	0	2/14/18 4:04 PM	"Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	TPA	DCA	12/6/17 4:04 PM	NONSTOP	POINTS	777.67	68.2	17.97	4000	5.6	1	0	0	0	2/14/18 4:04 PM	"Tuesday,Wednesday,Thursday,Saturday"	0
34691	TPA	DCA	12/6/17 4:04 PM	NONSTOP	LOWEST	608.26	114.2	21.18	0	0	1	0	0	0	2/14/18 4:04 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	TPA	DCA	12/6/17 4:04 PM	NONSTOP	LOWEST	668.64	104.2	20.48	0	0	1	0	0	0	2/14/18 4:04 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	TPA	DCA	12/6/17 4:04 PM	NONSTOP	LOWEST	707.28	98.2	20.06	0	0	1	0	0	0	2/14/18 4:04 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	TPA	DCA	12/6/17 4:04 PM	NONSTOP	LOWEST	799.15	81.2	18.87	0	0	1	0	0	0	2/14/18 4:04 PM	"Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	TPA	DCA	12/6/17 4:04 PM	NONSTOP	LOWEST	777.67	68.2	17.97	0	0	1	0	0	0	2/14/18 4:04 PM	"Tuesday,Wednesday,Thursday,Saturday"	0
34691	TPA	BOS	11/29/17 7:20 PM	NONSTOP	POINTS	561.72	130.2	22.29	8600	5.6	1	0	0	0	3/28/18 2:53 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	BOS	11/29/17 7:20 PM	NONSTOP	POINTS	661.59	118.2	21.46	7800	5.6	1	0	0	0	3/22/18 9:58 AM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	BOS	11/29/17 7:20 PM	NONSTOP	POINTS	648.79	113.2	21.11	7400	5.6	1	0	0	0	3/8/18 6:16 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	BOS	11/29/17 7:20 PM	NONSTOP	POINTS	692.05	108.2	20.76	7000	5.6	1	0	0	0	3/8/18 6:16 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	BOS	11/29/17 7:20 PM	NONSTOP	POINTS	7.35	98.2	20.06	6300	5.6	1	0	0	0	12/25/17 1:06 PM		0
34691	TPA	BOS	11/29/17 7:20 PM	NONSTOP	LOWEST	561.72	130.2	22.29	0	0	1	0	0	0	3/28/18 2:53 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	BOS	11/29/17 7:20 PM	NONSTOP	LOWEST	661.59	118.2	21.46	0	0	1	0	0	0	3/22/18 9:58 AM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	BOS	11/29/17 7:20 PM	NONSTOP	LOWEST	648.79	113.2	21.11	0	0	1	0	0	0	3/8/18 6:16 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	BOS	11/29/17 7:20 PM	NONSTOP	LOWEST	692.05	108.2	20.76	0	0	1	0	0	0	3/8/18 6:16 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	TPA	BOS	11/29/17 7:20 PM	NONSTOP	LOWEST	7.35	98.2	20.06	0	0	1	0	0	0	12/25/17 1:06 PM		0
34691	TPA	BDL	1/5/18 5:48 PM	NONSTOP	POINTS	686.63	81.2	18.87	5000	5.6	1	0	0	0	3/7/18 5:46 PM	"Tuesday,Wednesday,Thursday,Friday"	0
34691	TPA	BDL	1/5/18 5:48 PM	NONSTOP	POINTS	708.9	74.2	18.39	4500	5.6	1	1	0	0	3/7/18 5:46 PM	"Tuesday,Wednesday,Thursday,Friday"	0
34691	TPA	BDL	1/5/18 5:48 PM	NONSTOP	LOWEST	689.41	98.2	20.06	0	0	1	0	0	0	3/7/18 5:46 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	TPA	BDL	1/5/18 5:48 PM	NONSTOP	LOWEST	686.63	81.2	18.87	0	0	1	0	0	0	3/7/18 5:46 PM	"Tuesday,Wednesday,Thursday,Friday"	0
34691	TPA	BDL	1/5/18 5:48 PM	NONSTOP	LOWEST	708.9	74.2	18.39	0	0	1	1	0	0	3/7/18 5:46 PM	"Tuesday,Wednesday,Thursday,Friday"	0
34691	TPA	BDL	12/24/17 6:20 PM	NONSTOP	POINTS	722.4	99.2	20.13	6300	5.6	1	0	0	0	3/22/18 5:46 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	TPA	BDL	12/24/17 6:20 PM	NONSTOP	POINTS	725.7	98.2	20.06	6300	5.6	1	0	0	0	3/22/18 5:46 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	TPA	BDL	12/24/17 6:20 PM	NONSTOP	LOWEST	722.4	99.2	20.13	0	0	1	0	0	0	3/22/18 5:46 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	TPA	BDL	12/16/17 6:20 PM	NONSTOP	POINTS	676.51	113.2	21.11	7400	5.6	1	0	0	0	3/23/18 5:46 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	TPA	BDL	12/16/17 6:20 PM	NONSTOP	LOWEST	676.51	113.2	21.11	0	0	1	0	0	0	3/23/18 5:46 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	SYR	MCO	1/16/18 7:20 AM	NONSTOP	POINTS	263.7	118.2	21.46	7800	5.6	1	1	0	0	3/26/18 7:40 AM	"Monday,Tuesday"	0
34691	SYR	MCO	1/16/18 7:20 AM	NONSTOP	LOWEST	263.7	118.2	21.46	0	0	1	1	0	0	3/26/18 7:40 AM	"Monday,Tuesday"	0
34691	SYR	MCO	12/11/17 7:37 AM	NONSTOP	POINTS	789.92	153.2	23.9	10300	5.6	1	1	0	0	3/26/18 7:40 AM	"Monday,Tuesday,Wednesday,Saturday,Sunday"	0
34691	SYR	MCO	12/11/17 7:37 AM	NONSTOP	POINTS	810.44	138.2	22.85	9200	5.6	1	1	0	0	3/26/18 7:40 AM	"Monday,Tuesday,Wednesday,Sunday"	0
34691	SYR	MCO	12/11/17 7:37 AM	NONSTOP	POINTS	693.2	128.2	22.15	8500	5.6	1	1	0	0	3/26/18 7:40 AM	"Monday,Tuesday,Wednesday"	0
34691	SYR	MCO	12/11/17 7:37 AM	NONSTOP	POINTS	698.32	123.21	21.81	8100	5.6	1	1	0	0	3/26/18 7:40 AM	"Monday,Tuesday,Wednesday"	0
34691	SYR	MCO	12/11/17 7:37 AM	NONSTOP	LOWEST	789.92	153.2	23.9	0	0	1	1	0	0	3/26/18 7:40 AM	"Monday,Tuesday,Wednesday,Saturday,Sunday"	0
34691	SYR	MCO	12/11/17 7:37 AM	NONSTOP	LOWEST	810.44	138.2	22.85	0	0	1	1	0	0	3/26/18 7:40 AM	"Monday,Tuesday,Wednesday,Sunday"	0
34691	SYR	MCO	12/11/17 7:37 AM	NONSTOP	LOWEST	693.2	128.2	22.15	0	0	1	1	0	0	3/26/18 7:40 AM	"Monday,Tuesday,Wednesday"	0
34691	SYR	MCO	12/11/17 7:37 AM	NONSTOP	LOWEST	698.32	123.21	21.81	0	0	1	1	0	0	3/26/18 7:40 AM	"Monday,Tuesday,Wednesday"	0
34691	SYR	JFK	12/19/17 6:35 PM	NONSTOP	POINTS	580.56	53.2	16.92	2900	5.6	1	0	0	0	2/14/18 6:35 PM	"Tuesday,Wednesday,Saturday"	0
34691	SYR	JFK	12/19/17 6:35 PM	NONSTOP	LOWEST	580.56	53.2	16.92	0	0	1	0	0	0	2/14/18 6:35 PM	"Tuesday,Wednesday,Saturday"	0
34691	SYR	JFK	12/6/17 11:05 AM	NONSTOP	POINTS	680.14	73.2	18.32	4400	5.6	1	0	0	0	3/27/18 6:32 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	SYR	JFK	12/6/17 11:05 AM	NONSTOP	POINTS	688.5	67.2	17.9	4000	5.6	1	0	0	0	3/27/18 6:32 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	SYR	JFK	12/6/17 11:05 AM	NONSTOP	POINTS	764.16	63.2	17.62	3700	5.6	1	0	0	0	3/27/18 6:32 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	SYR	JFK	12/6/17 11:05 AM	NONSTOP	POINTS	718.62	58.2	17.27	3300	5.6	1	0	0	0	2/14/18 6:35 PM	"Monday,Tuesday,Wednesday,Thursday,Saturday"	0
34691	SYR	JFK	12/6/17 11:05 AM	NONSTOP	LOWEST	680.14	73.2	18.32	0	0	1	0	0	0	3/27/18 6:32 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	SYR	JFK	12/6/17 11:05 AM	NONSTOP	LOWEST	688.5	67.2	17.9	0	0	1	0	0	0	3/27/18 6:32 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	SYR	JFK	12/6/17 11:05 AM	NONSTOP	LOWEST	764.16	63.2	17.62	0	0	1	0	0	0	3/27/18 6:32 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	SYR	JFK	12/6/17 11:05 AM	NONSTOP	LOWEST	718.62	58.2	17.27	0	0	1	0	0	0	2/14/18 6:35 PM	"Monday,Tuesday,Wednesday,Thursday,Saturday"	0
34691	SYR	FLL	12/11/17 6:37 AM	NONSTOP	POINTS	569.23	142.99	23.19	9600	5.6	1	0	0	0	3/27/18 6:30 AM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	SYR	FLL	12/11/17 6:37 AM	NONSTOP	POINTS	737	124.98	21.93	8300	5.6	1	0	0	0	3/27/18 6:30 AM	"Monday,Tuesday,Wednesday,Sunday"	0
34691	SYR	FLL	12/11/17 6:37 AM	NONSTOP	POINTS	805.64	112.98	21.09	7400	5.6	1	0	0	0	3/27/18 6:30 AM	"Monday,Tuesday,Wednesday,Sunday"	0
34691	SYR	FLL	12/11/17 6:37 AM	NONSTOP	POINTS	606.4	107.98	20.74	7000	5.6	1	0	0	0	3/27/18 6:30 AM	"Monday,Tuesday,Wednesday"	0
34691	SYR	FLL	12/11/17 6:37 AM	NONSTOP	POINTS	659.04	93.2	19.71	5900	5.6	1	0	0	0	2/5/18 8:20 AM	"Monday,Tuesday,Wednesday"	0
34691	SYR	FLL	12/11/17 6:37 AM	NONSTOP	LOWEST	569.23	142.99	23.19	0	0	1	0	0	0	3/27/18 6:30 AM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	SYR	FLL	12/11/17 6:37 AM	NONSTOP	LOWEST	737	124.98	21.93	0	0	1	0	0	0	3/27/18 6:30 AM	"Monday,Tuesday,Wednesday,Sunday"	0
34691	SYR	FLL	12/11/17 6:37 AM	NONSTOP	LOWEST	805.64	112.98	21.09	0	0	1	0	0	0	3/27/18 6:30 AM	"Monday,Tuesday,Wednesday,Sunday"	0
34691	SYR	FLL	12/11/17 6:37 AM	NONSTOP	LOWEST	606.4	107.98	20.74	0	0	1	0	0	0	3/27/18 6:30 AM	"Monday,Tuesday,Wednesday"	0
34691	SYR	FLL	12/11/17 6:37 AM	NONSTOP	LOWEST	659.04	93.2	19.71	0	0	1	0	0	0	2/5/18 8:20 AM	"Monday,Tuesday,Wednesday"	0
34691	SXM	JFK	12/7/17 4:11 PM	NONSTOP	POINTS	353.52	270.87	86.87	13700	63.37	0	0	0	0	3/28/18 1:32 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	SXM	JFK	12/7/17 4:11 PM	NONSTOP	POINTS	439.41	242.87	86.87	11600	63.37	0	0	0	0	3/28/18 1:32 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	SXM	JFK	12/7/17 4:11 PM	NONSTOP	POINTS	475.75	227.87	86.87	10500	63.37	0	0	0	0	3/28/18 1:32 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	SXM	JFK	12/7/17 4:11 PM	NONSTOP	POINTS	479.01	221.87	86.87	10000	63.37	0	0	0	0	2/14/18 2:55 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	SXM	JFK	12/7/17 4:11 PM	NONSTOP	LOWEST	353.52	270.87	86.87	0	0	0	0	0	0	3/28/18 1:32 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	SXM	JFK	12/7/17 4:11 PM	NONSTOP	LOWEST	439.41	242.87	86.87	0	0	0	0	0	0	3/28/18 1:32 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
34691	SXM	JFK	12/7/17 4:11 PM	NONSTOP	LOWEST	475.75	227.87	86.87	0	0	0	0	0	0	3/28/18 1:32 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	SXM	JFK	12/7/17 4:11 PM	NONSTOP	LOWEST	479.01	221.87	86.87	0	0	0	0	0	0	2/14/18 2:55 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday"	0
34691	SXM	JFK	12/4/17 4:11 PM	NONSTOP	POINTS	231.99	300.87	86.87	15900	63.37	0	0	0	0	3/28/18 1:32 PM	"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"	0
